시리즈존,존전체곡수,번호,확정도,곡,판독,VOD시각
PHOENIX,132,57,정확,뉴 로즈,재판독,59:15
PHOENIX,132,58,정확,헤라클레스,재판독,59:15
PHOENIX,132,59,정확,인베이젼,재판독,59:14
PHOENIX,132,60,정확,에렌델,재판독,59:13
PHOENIX,132,61,정확,힘 오브 골든 글로리,재판독,59:12
PHOENIX,132,62,정확,아테나의 방패,재판독,59:12
PHOENIX,132,63,정확,머독 vs 오타다,재판독,59:11
PHOENIX,132,64,정확,위더 가든,재판독,59:10
PHOENIX,132,65,정확,이매저너라이즈드 시티,재판독,59:10
PHOENIX,132,66,정확,크림슨 후드,재판독,59:09
PHOENIX,132,67,정확,도플갱어,재판독,59:08
PHOENIX,132,68,정확,디스트릭트 V,재판독,59:08
PHOENIX,132,69,정확,유포리아닉 - SHORT CUT -,재판독,59:07
PHOENIX,132,70,정확,피닉스 오프닝 - SHORT CUT -,재판독,59:06
PHOENIX,132,71,정확,쥬핀 - SHORT CUT -,재판독,59:06
PHOENIX,132,72,정확,그로스 - SHORT CUT -,재판독,59:05
PHOENIX,132,73,정확,네오 카타르시스 - SHORT CUT -,재판독,59:04
PHOENIX,132,74,정확,힘 오브 골든 글로리 - SHORT CUT -,재판독,59:03
PHOENIX,132,75,정확,할로윈 파티 ~Multiverse~ - SHORT CUT -,재판독,59:03
PHOENIX,132,76,정확,스타드림 -Eurobeat Remix- - SHORT CUT -,재판독,59:02
PHOENIX,132,77,정확,프ㄹi마 마테ㄹi아 - SHORT CUT -,재판독,59:02
PHOENIX,132,78,정확,결투 - SHORT CUT -,재판독,59:02
PHOENIX,132,79,정확,머독 vs 오타다 - SHORT CUT -,재판독,59:00
PHOENIX,132,80,정확,솔브 마이 허트 - SHORT CUT -,재판독,58:59
PHOENIX,132,81,정확,바이너리 스타,재판독,58:59
PHOENIX,132,82,정확,어바웃 더 유니버스,재판독,58:58
PHOENIX,132,83,정확,퍼페츄얼,재판독,58:57
PHOENIX,132,84,정확,댄싱,재판독,58:57
PHOENIX,132,85,정확,갤럭시 컬랩스,재판독,58:56
PHOENIX,132,86,정확,프렉쳐 텀퍼렐르,재판독,58:55
PHOENIX,132,87,정확,카타스트로피,재판독,58:55
PHOENIX,132,88,정확,휴먼 익스팅션 (PIU Edit.),재판독,58:54
PHOENIX,132,89,정확,댓 키티 (PIU Edit.),재판독,58:53
PHOENIX,132,90,정확,언더월드 ft. Skizzo (PIU Edit.),재판독,58:53
PHOENIX,132,91,정확,네이드 네이드,재판독,58:52
PHOENIX,132,92,정확,굿텍,재판독,58:51
PHOENIX,132,93,정확,코스믹 레일로드,재판독,58:50
PHOENIX,132,94,정확,에너지 시너지 매트릭스,재판독,58:50
PHOENIX,132,95,정확,밀크,재판독,58:49
PHOENIX,132,96,정확,어콰이어,재판독,58:48
PHOENIX,132,97,정확,진폐증 ft. Kagamine Len/GUMI,재판독,58:48
PHOENIX,132,98,정확,알테일,재판독,58:47
PHOENIX,132,99,정확,이렐리아,재판독,58:46
PHOENIX,132,100,정확,굿바운스,재판독,58:46
PHOENIX,132,101,정확,앨리스 인 미산트로프,재판독,58:45
PHOENIX,132,102,정확,R.I.P.,재판독,58:44
PHOENIX,132,103,정확,에모모모,재판독,58:43
PHOENIX,132,104,정확,푸파,재판독,58:43
PHOENIX,132,105,정확,스테이저,재판독,58:42
PHOENIX,132,106,정확,러쉬-모어,재판독,58:41
PHOENIX,132,107,정확,러쉬-아워,재판독,58:41
PHOENIX,132,108,정확,* 이 게임은 존재하지 않습니다 *,재판독,58:40
PHOENIX,132,109,정확,마히카,재판독,58:39
PHOENIX,132,110,정확,지젤,재판독,58:39
PHOENIX,132,111,정확,스푸키 마카롱,재판독,58:38
PHOENIX,132,112,정확,아라가미,재판독,58:39
PHOENIX,132,113,정확,할시온,재판독,58:36
PHOENIX,132,114,정확,디스트로0ㅣ어,재판독,58:35
PHOENIX,132,115,정확,빅 대디,재판독,58:35
PHOENIX,132,116,정확,플래시 아웃,재판독,58:36
PHOENIX,132,117,정확,오딘,재판독,58:33
PHOENIX,132,118,정확,비코즈 오브 유,재판독,58:32
PHOENIX,132,119,정확,†도프†센시†,재판독,58:32
PHOENIX,132,120,정확,팝핀 샤워,재판독,58:33
PHOENIX,132,121,정확,브레이크 스루 마이셀프 feat. Risa Yuzuki,재판독,58:30
PHOENIX,132,122,정확,비옐라의 악몽,재판독,58:29
PHOENIX,132,123,정확,쵸빗 플레이버,재판독,58:29
PHOENIX,132,124,정확,얼라이브,재판독,58:30
PHOENIX,132,125,정확,트릭크래쉬 220,재판독,58:27
PHOENIX,132,126,정확,익스트림 음악학원 1교시  feat. Nanahira,재판독,58:26
PHOENIX,132,127,정확,익스트림 음악학원 2교시  feat. Nanahira,재판독,58:25
PHOENIX,132,128,정확,배틀 넘버원,재판독,58:24
PHOENIX,132,129,정확,솔저스 (TANO*C W TEAM RED ANTHEM),재판독,58:24
PHOENIX,132,130,정확,호랑풍류가,재판독,58:25
PHOENIX,132,131,정확,헬리오스피어,재판독,58:22
PHOENIX,132,132,정확,스위트 원더랜드,재판독,58:22
PHOENIX 2,19,1,정확,고민중독,재판독,62:37
PHOENIX 2,19,2,정확,빌려온 고양이,재판독,62:36
PHOENIX 2,19,3,정확,뱅 뱅,재판독,62:36
PHOENIX 2,19,4,정확,404 (뉴 에라),재판독,62:37
PHOENIX 2,19,5,정확,엔조이 더 쇼,재판독,62:39
PHOENIX 2,19,6,정확,응징 레스토랑,재판독,62:40
PHOENIX 2,19,7,정확,블레이저,재판독,62:41
PHOENIX 2,19,8,정확,B3,재판독,62:42
PHOENIX 2,19,9,정확,디기탈리스,재판독,62:43
PHOENIX 2,19,10,정확,더 라스트 리벨리온,재판독,62:44
PHOENIX 2,19,11,정확,오버나이트 플라워,재판독,62:45
PHOENIX 2,19,12,정확,레전더리 도미니언,재판독,62:46
PHOENIX 2,19,13,정확,크래쉬 랜딩 랑데부,재판독,62:49
PHOENIX 2,19,14,정확,콰투오룩스,재판독,62:49
PHOENIX 2,19,15,정확,나이트시어터,재판독,62:50
PHOENIX 2,19,16,정확,인피니트 에너지 -Overdoze-,재판독,62:51
PHOENIX 2,19,17,정확,프리덤 다이브,재판독,62:52
PHOENIX 2,19,18,정확,드림체이서즈,재판독,62:53
PHOENIX 2,19,19,정확,슈퍼☆하라구로☆팝,재판독,62:55
